income_group,age_target,country_name,partition_size,country_code,income_group_p,pop_2019,proportion,deaths,life_years_lost,t_start,R0,reduction1,reduction2,coverage,immunosenescence,mode,hs_constraints,efficacy,duration_R,duration_V,dur_vacc_delay,vaccine_start,vaccine_period,seeding_cases,timing1,timing2,deaths_cf,life_years_lost_cf,deaths_averted_2021,y,cost,dapd_2021,income_group_size,country
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,"Iran, Islamic Rep.",82913906,IRN,UMIC_IRN,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_IRN
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Iraq,39309783,IRQ,UMIC_IRQ,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_IRQ
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Kazakhstan,18513930,KAZ,UMIC_KAZ,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_KAZ
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Mexico,127575529,MEX,UMIC_MEX,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_MEX
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Malaysia,31949777,MYS,UMIC_MYS,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_MYS
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Peru,32510453,PER,UMIC_PER,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_PER
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Russian Federation,144373535,RUS,UMIC_RUS,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_RUS
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Thailand,69625582,THA,UMIC_THA,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_THA
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,Turkey,83429615,TUR,UMIC_TUR,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_TUR
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,"Venezuela, RB",28515829,VEN,UMIC_VEN,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_VEN
UMIC,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,South Africa,58558270,ZAF,UMIC_ZAF,2855862789,0,108457.08,1874008.8,60,2.5,0.5599999999999999,0.19999999999999996,0.8,1,Infection,Present,0.9,365,5000,7,327,30,60,60,357,108457.08,1874008.8,0,0,0,NA,2747994588,UMIC_ZAF
